URL,Source,Brand,Product_ID,Product_Title,Image_URL_1,Image_URL_2,Image_URL_3,Image_URL_4
https://www.lazada.sg/products/pdp-i2660187321.html,lazada,Brother,lazada_Brother_011,Brother HL-1210W Wireless Monochrome Laser Printer | Lazada Singapore,https://img.lazcdn.com/g/p/f1d3aba95bbeb5d2c0d96b25a94f666a.jpg_720x720q80.jpg_.webp,,,
https://www.lazada.sg/products/pdp-i3025101785.html,lazada,Brother,lazada_Brother_012,[NEW!] Brother HL-L5210DW Laser Printer Brother Duplex Printer Brother Laser Printer Wireless Laser Printer Mono Laser Printer Fast Printer Brother Laser Monochrome Laser Printer | Lazada Singapore,https://img.lazcdn.com/g/p/57a291b434d1da0331843fbcf636552f.png_720x720q80.png_.webp,,,
https://www.lazada.sg/products/pdp-i288501672.html,lazada,Brother,lazada_Brother_013,[SG] Brother PT-H107B Electronic Label Printer [Evergreen Stationery] | Lazada Singapore,https://img.lazcdn.com/g/p/74123c0d79f30ed5661c15d7ff323405.png_720x720q80.png_.webp,https://sg-live-01.slatic.net/p/2a1ff7ae0589bcf45d6483518c6c1201.jpg,https://sg-live-01.slatic.net/p/afd2263bb312c61fb27b5fd983ad01bf.jpg,https://sg-live-01.slatic.net/p/bb924171652dbf5227dc10f0b3e05163.png
https://www.lazada.sg/products/pdp-i100378525.html,lazada,Brother,lazada_Brother_014,Brother HL-L2460DW HL L2460DW 2460DW Compact Mono Laser Printer Wireless Auto-2 sided Duplex Printing Replacement of HL-L2375DW 2375DW 3 Years SG Warranty | Lazada Singapore,https://img.lazcdn.com/g/p/940f5bb264ea3e27d05e73743eb7d97c.png_720x720q80.png_.webp,,,
https://www.lazada.sg/products/pdp-i107715055.html,lazada,Brother,lazada_Brother_015,[NEW MODEL] Brother DCP-L2640DW L2640DW 2640DW 2640 3-in-1 Monochrome Laser Printer Multi-Function Centre with Automatic 2-sided Printing and Wireless Networking DCP-L2550DW 2550 L2550 | Lazada Singapore,https://img.lazcdn.com/g/p/fb02a138b1f168c8b1c3d2ce64ac0791.png_720x720q80.png_.webp,,,
https://www.lazada.sg/products/pdp-i2660240093.html,lazada,Brother,lazada_Brother_016,Brother DCP-1610W Wireless Multi-function Monochrome Laser Printer | Lazada Singapore,https://img.lazcdn.com/g/p/9cef0eb17b6038ba51848fb2df9ebe67.jpg_720x720q80.jpg_.webp,,,
https://www.lazada.sg/products/pdp-i3577168384.html,lazada,Brother,lazada_Brother_017,43535345[READY STOCK] Brother MFC-L3760CDW Printer Replacement of L3750CDW All-In-One Wireless Colour Printer453534 | Lazada Singapore,https://img.lazcdn.com/g/p/e943c500bb7d982d037b800b3e507b60.jpg_720x720q80.jpg_.webp,,,
https://www.lazada.sg/products/pdp-i460080844.html,lazada,Brother,lazada_Brother_018,Brother PT-H107B Portable Handheld Label Printer | Lazada Singapore,https://img.lazcdn.com/g/p/7755fc323503e4f1b98bbb27c5696d76.jpg_720x720q80.jpg_.webp,,,
https://www.lazada.sg/products/pdp-i3002816380.html,lazada,Brother,lazada_Brother_019,"Brother DCP-L2640DW Multi Function Mono Laser Printer, Print, Scan, Copy | Lazada Singapore",https://img.lazcdn.com/g/p/24b239352f3ed5ac280d80609af7c9df.jpg_720x720q80.jpg_.webp,,,
https://www.lazada.sg/products/pdp-i3576984772.html,lazada,Brother,lazada_Brother_020,43535345[READY STOCK] Brother Monochrome Printer HL-1110 3YRS WARRANTY CARRY IN - NON wifi453534 | Lazada Singapore,https://img.lazcdn.com/g/p/d7c710ef387e4c2e6c0f75580c5baaa5.jpg_720x720q80.jpg_.webp,,,
